69,$35545.21,2018-12-15T23:21:12Z,151-67-2881
70,$14835.99,2018-12-18T11:00:55Z,743-64-0377
71,$32131.90,2019-05-19T06:39:12Z,749-02-0138
72,$5000.11,2018-09-22T13:25:55Z,191-22-3768
73,$14813.51,2019-04-13T00:28:55Z,617-42-4762
74,$36309.22,2019-03-20T21:37:03Z,391-06-7191
75,$52.25,2019-07-28T19:13:39Z,679-41-9984
76,$9794.73,2018-09-06T05:04:47Z,737-78-7792
77,$8641.11,2019-07-01T02:15:50Z,654-38-4165
78,$9585.52,2018-10-15T05:50:29Z,370-70-3441
79,$40625.86,2019-02-12T07:48:44Z,789-77-0427
80,$6123.22,2019-03-04T17:22:47Z,173-56-3532
81,$46158.09,2018-12-28T21:40:01Z,139-86-5795
82,$44233.73,2019-05-06T14:55:52Z,793-20-0091
83,$11620.03,2019-02-11T07:08:55Z,540-04-7097
84,$29713.92,2018-10-29T09:06:04Z,733-18-0528
85,$37969.35,2018-11-22T21:08:47Z,245-01-3873
86,$10722.86,2019-07-27T06:16:26Z,221-14-4240
87,$20143.71,2019-04-19T20:33:52Z,345-61-7476
88,$43643.30,2018-09-14T19:13:13Z,404-37-9271
89,$39400.00,2019-03-28T16:08:04Z,754-33-8833
90,$29808.66,2019-06-05T14:00:40Z,618-41-8830
91,$32674.54,2018-12-04T06:22:56Z,636-25-3067
92,$11356.99,2019-02-27T03:26:37Z,438-25-7079
93,$31313.58,2018-11-10T19:09:23Z,371-34-5573
94,$21480.56,2018-12-13T22:43:08Z,434-92-4730
95,$27882.96,2019-03-30T17:41:31Z,749-02-0138
96,$3064.07,2019-04-05T01:16:32Z,526-20-7847
97,$109.18,2019-03-12T05:14:06Z,525-19-6114
98,$11682.35,2019-07-24T05:36:48Z,873-39-6772
99,$18161.72,2018-11-07T02:41:26Z,342-30-3593
100,$10790.59,2019-04-12T22:07:22Z,631-89-5543
101,$36997.98,2019-08-10T17:06:10Z,428-34-4811
102,$32378.72,2019-01-15T12:42:19Z,463-89-2224
103,$47712.30,2019-01-25T13:12:28Z,180-67-1038
104,$40769.92,2018-12-12T05:47:00Z,185-25-2915
105,$9217.50,2018-12-31T23:51:52Z,475-55-8609
106,$11067.53,2018-10-04T23:45:09Z,842-78-2104
107,$48909.86,2019-04-29T12:44:06Z,883-96-2717
108,$11913.61,2019-07-13T20:06:58Z,564-46-3397
109,$35959.26,2019-04-04T10:40:51Z,574-64-9196
110,$48735.15,2019-05-10T09:45:46Z,737-78-7792
111,$26440.52,2018-10-18T07:27:57Z,868-13-8502
112,$43235.98,2018-09-27T17:38:17Z,685-60-3497
113,$3104.45,2019-02-26T01:06:44Z,752-52-1733
114,$33948.27,2019-01-05T19:18:30Z,286-49-4218
115,$41489.80,2018-11-14T06:15:28Z,733-18-0528
116,$18200.41,2019-05-26T15:18:27Z,406-79-4081
117,$20784.47,2019-04-22T00:55:29Z,891-80-6557
118,$7970.88,2018-11-20T21:57:24Z,128-87-8622
119,$48011.72,2019-05-09T10:16:30Z,185-25-2915
120,$45296.71,2019-02-28T15:33:20Z,801-10-2680
121,$21501.78,2018-09-04T00:38:19Z,818-45-0990
122,$41022.19,2019-06-06T13:33:14Z,638-32-7908
123,$9652.11,2019-08-08T09:04:45Z,533-02-4137
124,$247.45,2018-09-20T04:41:05Z,504-18-4467
125,$38955.29,2019-03-13T11:19:25Z,866-15-4077
126,$18964.02,2019-03-29T16:52:26Z,280-84-1305
127,$26746.55,2019-08-02T08:47:48Z,619-35-4741
128,$10244.31,2019-02-19T07:41:20Z,845-45-7099
129,$43764.18,2019-03-08T05:05:48Z,406-14-0186
130,$27397.15,2019-02-23T04:30:41Z,487-70-1043
131,$39067.65,2019-06-29T12:57:50Z,628-21-6926
132,$5464.02,2019-08-19T18:14:36Z,173-56-3532
133,$49933.44,2018-11-24T14:59:26Z,808-04-6254
134,$24475.24,2019-03-14T20:20:38Z,628-21-6926
135,$14644.90,2019-05-11T19:07:56Z,328-07-8252
136,$284.09,2019-08-15T16:03:35Z,733-18-0528
137,$15129.39,2019-01-15T08:44:46Z,573-58-1687
138,$2876.17,2019-03-15T01:21:51Z,221-36-7038
139,$40968.03,2019-03-24T00:34:01Z,306-39-4926
140,$49737.62,2019-03-25T15:33:49Z,442-73-6019
141,$8297.12,2019-04-14T10:31:05Z,490-14-9314
142,$9324.49,2019-04-06T03:18:19Z,581-91-3645
143,$45396.24,2019-03-09T18:52:43Z,560-56-8537
144,$29985.34,2019-05-19T21:35:30Z,494-28-6145
145,$29228.44,2019-07-02T20:20:07Z,872-40-3776
146,$18317.22,2018-10-25T16:37:45Z,892-89-0396
147,$33867.15,2019-06-20T14:56:05Z,437-05-4644
148,$18624.62,2019-05-28T06:45:44Z,288-47-8037
149,$39711.48,2019-07-20T19:18:37Z,831-68-1712
150,$46649.76,2019-07-17T13:59:59Z,140-41-4722
151,$41074.57,2018-12-19T06:47:59Z,194-23-5355
152,$9419.67,2019-03-08T12:13:42Z,890-59-6560
153,$13645.07,2019-05-06T10:53:44Z,736-92-7388
154,$21212.73,2019-02-22T17:32:11Z,473-44-9736
155,$3058.71,2019-08-10T16:17:40Z,806-77-6561
156,$36964.17,2019-03-21T18:18:03Z,286-79-9974
157,$26716.78,2019-06-20T09:11:53Z,438-71-6953
158,$34218.55,2018-12-20T21:41:00Z,830-79-1362
159,$12090.33,2018-12-06T05:41:09Z,252-93-8529
160,$12643.08,2019-03-08T00:18:57Z,892-70-2003
161,$34005.06,2019-07-12T07:16:20Z,693-07-2507
162,$6223.00,2018-12-07T08:34:48Z,863-67-5987
163,$42890.28,2019-03-21T10:18:59Z,433-69-6090
164,$30960.61,2019-04-22T21:10:06Z,762-53-4338
165,$49891.44,2018-09-28T21:35:07Z,702-99-5330
166,$14842.17,2018-12-14T11:37:44Z,291-17-2231
167,$45949.51,2019-01-23T08:34:16Z,776-49-9463
168,$33249.37,2018-09-29T08:35:51Z,345-61-7476
169,$22738.23,2019-05-03T22:28:32Z,648-76-6411
170,$6843.15,2019-04-01T04:10:01Z,411-79-2206
171,$246.29,2018-09-09T22:28:57Z,463-19-3220
172,$16885.03,2018-10-11T22:30:47Z,387-77-7399
173,$27103.25,2019-06-08T22:21:03Z,505-94-4163
174,$38341.33,2019-02-26T01:49:38Z,669-63-3295
175,$19900.40,2018-09-11T16:42:12Z,431-52-6743
176,$31129.49,2019-04-30T12:58:38Z,424-61-9949
177,$15289.27,2019-06-07T20:45:20Z,876-53-8100
178,$34287.41,2018-10-26T20:01:33Z,286-79-9974
179,$17572.66,2019-04-17T00:40:54Z,807-78-6074
180,$49387.91,2019-03-01T22:38:47Z,243-57-8391
181,$39879.26,2019-02-21T10:56:09Z,145-89-2615
182,$47932.39,2019-02-18T22:36:38Z,520-76-1561
183,$44152.19,2019-02-11T14:22:39Z,245-44-9361
184,$39628.44,2018-12-06T22:48:58Z,765-56-1770
185,$39982.66,2018-10-16T12:32:43Z,839-37-8553
186,$47721.15,2019-02-23T10:54:51Z,555-62-4943
187,$877.33,2018-12-11T08:45:33Z,419-54-2031
188,$5086.92,2018-10-05T04:42:09Z,431-40-7371
189,$19045.11,2019-05-04T07:37:17Z,770-82-3163
190,$41130.59,2019-08-14T19:19:32Z,762-67-1875
191,$6328.78,2018-11-02T00:52:52Z,516-20-7973
192,$22706.86,2019-03-07T18:04:23Z,133-77-9682
193,$195.53,2019-02-12T01:41:27Z,133-60-9122
194,$24504.65,2019-06-07T10:46:58Z,196-83-9437
195,$8592.42,2019-03-17T18:28:51Z,648-76-6411
196,$25765.46,2019-05-30T18:01:03Z,150-15-6929
197,$45129.19,2019-02-22T08:51:37Z,145-80-7684
198,$33697.75,2019-08-11T18:47:27Z,549-93-1477
199,$18980.46,2018-11-21T16:44:13Z,399-32-9484
200,$18686.10,2019-05-23T21:01:14Z,730-70-1005
201,$30893.49,2019-06-02T02:47:17Z,356-52-5093
202,$30109.73,2019-05-16T05:14:24Z,654-43-9506
203,$19541.69,2019-08-01T06:06:31Z,523-21-7548
204,$24498.86,2019-06-02T06:59:53Z,182-34-3591
205,$17939.02,2018-10-16T08:45:59Z,552-19-2449
206,$23150.07,2019-01-05T08:30:36Z,431-40-7371
207,$40364.26,2019-05-03T22:45:57Z,794-25-2141
208,$46452.13,2019-06-20T12:40:00Z,824-34-9391
209,$29263.37,2019-06-08T11:51:06Z,358-37-9404
210,$3396.40,2019-08-18T03:09:40Z,116-67-2577
211,$25867.60,2019-02-05T11:54:17Z,660-44-9199
212,$40033.08,2018-09-08T01:28:49Z,268-14-6832
213,$38625.43,2019-04-06T18:48:38Z,726-66-3715
214,$9248.64,2019-04-13T16:37:43Z,104-46-5570
215,$46833.49,2019-03-31T16:57:35Z,687-13-5429
216,$13731.99,2019-02-07T03:36:53Z,261-71-6054
217,$7352.33,2019-04-10T03:35:08Z,892-02-7816
218,$5809.99,2019-01-20T15:51:26Z,509-27-1642
219,$21737.32,2019-01-14T02:38:23Z,652-65-8484
220,$22794.51,2019-03-14T08:32:21Z,328-07-8252
221,$15443.96,2018-11-21T05:37:07Z,733-53-0672
222,$16752.22,2018-11-21T16:25:09Z,378-31-5304
223,$10153.77,2018-10-18T07:02:05Z,249-41-0943
224,$2271.02,2019-05-02T09:57:42Z,268-54-7144
225,$6902.08,2019-06-04T11:08:39Z,750-19-6312
226,$36805.92,2019-03-26T15:36:38Z,182-34-3591
227,$32026.81,2018-11-20T08:39:19Z,687-27-8018
228,$39605.99,2019-04-01T09:41:32Z,434-92-4730
229,$25670.25,2018-11-16T13:16:36Z,846-10-4242
230,$30991.51,2019-01-31T00:10:36Z,233-34-4242
231,$34697.81,2019-02-20T10:14:56Z,681-15-9207
232,$20322.31,2018-10-06T10:40:27Z,162-93-1113
233,$1604.73,2018-11-13T12:33:54Z,664-99-3788
234,$44731.45,2018-12-20T04:45:44Z,149-91-1108
235,$30557.20,2019-01-18T13:39:19Z,762-99-3909
236,$28413.51,2018-10-26T15:25:51Z,690-42-9396
237,$44225.35,2019-03-07T10:46:34Z,770-88-2589
238,$18963.96,2018-10-17T14:09:12Z,345-61-7476
239,$3097.41,2019-03-02T16:20:42Z,555-92-2544
240,$36306.34,2019-08-07T21:14:10Z,569-10-3912
241,$25469.19,2019-08-03T04:06:07Z,787-96-5726
242,$22126.17,2019-06-04T23:30:43Z,399-32-9484
243,$14454.52,2019-04-20T17:36:04Z,571-17-7417
244,$15433.63,2019-02-28T18:34:32Z,550-77-6548
245,$32158.33,2018-12-22T00:51:33Z,625-40-8802
246,$44950.95,2019-06-27T04:41:26Z,448-62-8486
247,$33535.62,2018-09-19T22:31:42Z,260-91-6432
248,$48907.26,2019-08-05T17:25:01Z,262-41-0319
249,$33608.61,2019-07-09T10:42:38Z,742-69-0676
250,$48414.19,2019-08-13T00:52:32Z,262-41-0319
251,$41418.46,2019-03-14T04:46:57Z,473-17-1678
252,$48838.34,2018-10-30T07:40:27Z,707-48-9259
253,$39150.00,2018-10-02T15:55:14Z,681-38-8767
254,$12369.25,2019-04-10T16:18:26Z,421-31-4085
255,$12587.86,2019-07-13T04:30:36Z,661-84-0952
256,$24882.78,2018-12-11T07:58:26Z,438-71-6953
257,$47591.05,2019-05-11T21:06:02Z,409-30-4732
258,$29882.32,2019-04-29T23:43:17Z,890-95-3857
259,$39162.82,2019-05-15T06:06:30Z,724-18-6349
260,$49803.86,2018-11-04T15:57:54Z,440-33-0230
261,$45122.78,2018-09-17T08:16:07Z,850-14-8955
262,$9958.37,2019-05-20T06:11:59Z,730-08-7468
263,$20130.49,2018-10-27T00:04:23Z,391-06-7191
264,$17510.12,2019-05-12T17:52:42Z,252-93-8529
265,$19874.12,2018-12-24T16:28:09Z,444-11-5438
266,$5874.12,2018-11-10T12:26:19Z,428-34-4811
267,$23998.64,2018-09-13T10:41:49Z,475-79-3564
268,$40573.01,2019-02-08T15:22:52Z,523-48-9510
269,$26108.34,2019-05-26T16:07:36Z,413-33-7583
270,$32145.42,2018-08-27T09:22:20Z,486-64-5820
271,$10668.51,2019-04-24T04:22:22Z,755-79-3236
272,$4420.46,2019-04-04T20:08:08Z,799-82-8428
273,$4220.66,2018-10-21T10:23:41Z,347-77-2290
274,$1696.27,2019-03-19T12:40:26Z,741-92-2066
275,$18125.09,2019-07-17T03:34:15Z,346-26-7488
276,$31814.84,2018-09-05T02:50:36Z,891-80-6557
277,$44161.17,2019-06-20T06:49:35Z,757-26-2721
278,$26867.91,2019-01-08T23:40:32Z,730-70-1005
279,$33667.53,2018-09-12T14:07:54Z,140-41-4722
280,$9520.93,2019-05-15T04:13:57Z,463-19-3220
281,$11181.28,2019-01-10T16:41:19Z,236-76-1190
282,$49821.22,2019-05-29T13:33:37Z,571-17-7417
283,$36927.64,2019-08-04T13:31:17Z,777-16-8369
284,$3689.21,2019-06-04T16:39:10Z,195-88-6084
285,$21074.67,2019-02-14T09:54:51Z,260-91-6432
286,$10519.73,2019-06-08T06:09:18Z,287-67-3698
287,$34166.59,2019-03-24T21:22:32Z,822-66-5094
288,$30623.13,2019-01-14T22:16:22Z,638-69-8580
289,$4788.20,2019-04-06T13:30:29Z,524-68-1594
290,$27654.97,2019-03-27T09:32:20Z,153-43-6970
291,$13173.36,2019-04-14T04:59:13Z,892-02-7816
292,$29510.70,2019-02-23T19:38:50Z,347-77-2290
293,$33938.47,2019-02-20T21:22:31Z,208-38-0333
294,$43900.71,2019-05-19T09:16:18Z,220-01-9805
295,$15501.82,2018-11-09T03:45:35Z,328-07-8252
296,$1609.67,2018-11-04T13:48:39Z,557-25-1174
297,$15802.55,2019-03-07T18:55:14Z,190-79-7733
298,$43917.26,2019-05-27T15:44:56Z,675-99-7536
299,$37806.11,2019-01-07T16:46:59Z,637-41-2239
300,$15028.67,2019-06-14T07:05:57Z,300-05-2532
301,$15670.85,2019-04-05T03:29:21Z,154-04-8172
302,$47796.76,2018-09-18T14:53:30Z,471-39-7981
303,$1240.48,2019-01-16T01:46:47Z,267-09-4233
304,$19571.82,2019-07-26T02:37:02Z,420-59-3565
305,$20653.54,2019-02-17T08:08:55Z,564-93-0067
306,$19535.81,2019-01-12T09:53:36Z,490-93-1409
307,$42338.73,2019-04-08T20:41:27Z,828-95-2436
308,$23490.24,2019-07-21T06:30:21Z,445-79-9331
309,$5538.35,2019-02-11T06:00:08Z,844-80-0021
310,$18774.72,2019-03-12T13:09:46Z,887-91-0549
311,$3580.37,2019-05-29T22:41:10Z,761-07-2986
312,$31387.09,2019-07-06T09:36:20Z,182-08-2645
313,$21028.03,2019-07-26T10:51:13Z,730-08-7468
314,$7303.87,2019-01-27T22:21:52Z,108-18-6956
315,$32250.46,2019-06-20T19:31:58Z,711-17-1055
316,$716.58,2019-08-13T04:37:45Z,871-47-6673
317,$17043.68,2019-06-24T13:47:59Z,828-94-8853
318,$40863.03,2019-08-16T16:47:15Z,754-15-1943
319,$20391.55,2018-09-17T04:07:19Z,493-67-5702
320,$42765.36,2019-02-13T22:46:13Z,651-07-0500
321,$46591.29,2019-01-09T01:56:46Z,331-62-4559
322,$40868.49,2019-04-02T15:08:32Z,625-71-1158
323,$19242.47,2018-12-06T15:07:16Z,256-15-2584
324,$8042.59,2019-01-20T00:48:33Z,453-20-4020
325,$40910.05,2018-10-10T20:57:07Z,516-37-2907
326,$8421.16,2019-04-15T00:18:17Z,301-35-5392
327,$14944.59,2019-07-20T14:21:51Z,261-15-6536
328,$16280.25,2018-10-12T22:49:23Z,512-93-1139
329,$43195.67,2018-12-16T20:11:03Z,417-83-5842
330,$5716.38,2018-10-20T10:14:48Z,109-63-4836
331,$2298.47,2019-06-26T23:43:03Z,592-99-9999
332,$1305.78,2019-07-31T13:44:42Z,189-25-3861
333,$3597.98,2018-10-25T05:19:16Z,702-70-9620
334,$23077.70,2019-04-23T08:41:38Z,647-85-5020
335,$28647.87,2018-11-07T12:47:51Z,243-57-8391
336,$31651.28,2019-01-12T08:49:33Z,495-38-8159
337,$18435.23,2018-10-04T18:00:37Z,451-89-2020
338,$32353.52,2018-10-21T00:47:57Z,581-91-3645
339,$35445.75,2019-06-26T14:12:34Z,618-41-8830
340,$33500.83,2019-04-23T09:57:56Z,373-51-5797
341,$22153.53,2019-01-25T20:26:39Z,453-20-4020
342,$17529.18,2019-01-08T20:59:43Z,294-94-5714
343,$8531.52,2018-12-01T21:32:21Z,194-23-5355
344,$45943.84,2018-12-13T02:52:01Z,180-67-1038
345,$29269.81,2019-03-26T05:31:55Z,327-61-1303
346,$28452.39,2019-06-12T10:21:59Z,788-11-9665
347,$10940.88,2019-01-12T22:52:27Z,691-68-2979
348,$27375.34,2019-04-28T19:51:40Z,828-94-8853
349,$47115.24,2019-06-22T09:12:59Z,146-95-0517
350,$7015.01,2019-01-15T08:02:02Z,384-32-7452
351,$44758.75,2019-03-21T19:46:55Z,303-18-9198
352,$22074.03,2019-07-01T17:10:14Z,698-86-4762
353,$4305.86,2019-03-15T01:09:26Z,877-84-7696
354,$49203.27,2019-01-25T23:19:12Z,342-30-3593
355,$17433.26,2019-06-22T16:33:15Z,755-79-3236
356,$35134.37,2018-11-14T08:05:32Z,221-09-3708
357,$5344.02,2018-11-12T02:33:42Z,566-27-2913
358,$33868.08,2019-06-29T17:52:34Z,755-75-0494
359,$10032.78,2019-05-30T18:38:49Z,478-38-1622
360,$27039.90,2018-10-29T23:46:48Z,303-18-9198
361,$8500.93,2018-10-27T15:02:44Z,631-89-5543
362,$19986.65,2018-09-20T09:27:21Z,542-04-4079
363,$3768.45,2019-05-15T03:20:32Z,346-26-7488
364,$30442.35,2018-09-07T13:13:00Z,617-42-4762
365,$38286.80,2019-05-17T10:41:59Z,875-80-0642
366,$8968.67,2019-02-17T17:59:59Z,854-86-3259
367,$44233.79,2019-08-18T15:42:59Z,817-56-5613
368,$31803.54,2019-01-23T12:01:25Z,746-07-5733
369,$26059.26,2019-02-25T01:28:18Z,892-70-2003
370,$46599.15,2019-04-26T10:00:00Z,400-50-8673
371,$19551.76,2019-07-23T15:59:44Z,890-95-3857
372,$39119.51,2019-03-11T18:27:51Z,838-96-9146
373,$49731.19,2019-02-24T20:53:12Z,438-25-7079
374,$16828.29,2018-09-10T18:51:55Z,661-84-0952
375,$2324.77,2019-05-10T20:57:47Z,265-39-7756
376,$37710.78,2019-06-30T10:49:52Z,826-37-2820
377,$33889.64,2019-03-14T12:41:10Z,360-32-9096
378,$18047.82,2018-12-25T01:11:17Z,743-64-0377
379,$9371.84,2018-10-14T16:40:32Z,530-51-0875
380,$49800.93,2019-08-02T23:41:51Z,191-43-3864
381,$722.01,2019-02-07T08:30:45Z,524-39-0027
382,$19035.00,2018-11-20T06:01:22Z,173-94-3661
383,$1282.69,2019-04-01T08:08:02Z,565-22-1524
384,$13843.26,2018-10-21T16:10:30Z,679-01-7419
385,$29822.03,2019-01-26T08:46:29Z,360-49-9439
386,$3295.67,2019-08-21T05:07:16Z,194-23-5355
387,$23504.21,2018-12-30T01:48:07Z,875-68-4064
388,$15172.78,2019-06-22T10:50:52Z,652-28-0026
389,$39011.33,2019-08-12T07:21:36Z,356-60-7912
390,$14443.05,2019-07-10T10:54:06Z,661-28-9412
391,$22036.95,2019-05-25T12:30:59Z,553-54-0579
392,$30655.04,2019-07-31T19:14:04Z,124-25-0183
393,$44968.76,2018-11-06T19:52:21Z,828-95-2436
394,$40402.19,2019-06-30T07:27:22Z,348-37-0411
395,$11975.96,2019-03-10T21:20:00Z,793-20-0091
396,$10269.28,2019-01-14T01:15:32Z,738-19-5572
397,$40383.97,2019-02-22T08:43:52Z,145-80-7684
398,$6034.37,2018-09-04T17:10:06Z,328-59-3440
399,$26612.63,2019-04-15T06:50:59Z,260-91-6432
400,$42937.99,2018-11-29T23:57:53Z,100-77-0309
401,$48369.90,2019-06-21T11:04:52Z,557-36-4076
402,$26840.62,2019-03-15T06:22:08Z,685-60-3497
403,$6084.52,2019-05-27T07:31:02Z,868-13-8502
404,$22290.28,2019-05-07T22:20:28Z,803-50-6138
405,$41277.28,2019-03-17T11:08:28Z,191-22-3768
406,$9518.57,2019-01-16T01:19:15Z,539-66-2097
407,$20194.67,2018-12-12T17:43:25Z,158-67-1328
408,$2630.51,2018-11-09T08:09:36Z,198-65-4532
409,$30955.89,2019-08-01T11:45:31Z,512-93-1139
410,$21293.38,2019-06-05T23:12:53Z,575-11-8607
411,$46265.80,2019-05-12T05:17:06Z,577-54-7929
412,$24930.73,2018-12-19T02:18:23Z,868-16-9446
413,$32250.09,2018-11-04T23:01:16Z,793-20-0091
414,$12376.28,2019-05-17T05:13:07Z,360-49-9439
415,$6928.20,2018-12-15T00:02:55Z,641-70-9678
416,$39813.33,2018-10-23T03:42:09Z,695-50-4027
417,$40178.97,2018-09-19T21:17:06Z,631-48-0934
418,$35219.22,2018-12-07T23:16:37Z,303-18-9198
419,$21489.35,2018-11-27T18:51:29Z,293-73-4963
420,$42515.24,2018-08-25T23:47:16Z,585-08-1798
421,$17279.52,2018-11-12T22:03:32Z,376-60-8842
422,$24964.68,2018-08-23T23:37:33Z,698-86-4762
423,$36518.75,2019-01-15T16:22:56Z,545-31-6102
424,$8396.39,2019-06-09T02:31:43Z,128-87-8622
425,$6901.73,2018-08-28T10:43:35Z,851-26-9766
426,$17273.96,2019-03-28T00:21:03Z,801-10-2680
427,$14676.50,2019-02-20T14:45:50Z,463-01-3498
428,$9773.12,2018-10-26T03:03:04Z,545-08-4817
429,$20480.00,2019-07-03T21:51:06Z,398-50-0493
430,$4665.15,2019-07-30T13:02:47Z,126-13-2814
431,$27733.56,2019-01-15T05:34:35Z,185-25-2915
432,$12190.99,2019-07-07T22:49:30Z,599-85-0331
433,$12535.08,2019-06-11T17:50:25Z,526-40-8526
434,$5556.78,2018-12-30T03:05:57Z,817-56-5613
435,$21620.13,2018-10-28T06:09:47Z,264-81-0399
436,$21486.67,2018-08-25T05:38:26Z,525-12-2850
437,$27068.11,2018-12-04T17:58:07Z,560-47-7150
438,$19933.45,2019-04-13T23:48:15Z,119-70-7671
439,$16938.89,2019-04-15T11:00:57Z,538-61-5274
440,$37475.56,2018-10-27T21:49:44Z,704-59-6774
441,$45232.37,2019-03-11T20:41:17Z,619-35-4741
442,$34519.20,2019-02-23T21:31:07Z,338-97-5184
443,$22610.09,2019-08-13T01:13:59Z,220-01-9805
444,$27589.34,2019-01-12T15:53:57Z,602-44-8768
445,$30722.31,2019-07-07T01:38:58Z,757-58-4065
446,$39915.02,2019-02-16T23:34:22Z,197-67-4640
447,$12141.52,2019-07-18T05:34:11Z,742-69-0676
448,$21446.27,2019-06-11T11:15:32Z,333-42-0082
449,$17155.24,2019-05-11T20:25:29Z,744-83-4530
450,$26165.36,2019-01-16T10:10:45Z,761-66-1035
451,$45623.35,2019-03-25T00:12:37Z,619-35-4741
452,$48373.96,2019-04-29T05:19:56Z,179-82-2734
453,$27593.24,2019-04-20T11:13:29Z,761-20-3686
454,$20297.99,2019-06-11T00:00:57Z,892-70-2003
455,$39051.01,2018-09-30T02:53:13Z,200-77-2900
456,$14756.53,2019-01-24T04:41:10Z,612-93-6086
457,$27510.52,2019-02-09T04:41:12Z,735-88-9375
458,$17782.81,2019-02-04T01:55:59Z,384-32-7452
459,$23413.98,2019-02-21T08:07:19Z,713-38-8963
460,$45857.06,2019-04-13T17:26:47Z,527-85-2833
461,$30278.46,2019-05-29T03:21:02Z,411-79-2206
462,$78.24,2019-05-01T16:24:08Z,191-22-3768
463,$27285.16,2019-03-03T23:20:38Z,140-41-4722
464,$39893.14,2018-11-07T22:30:25Z,762-67-1875
465,$42296.52,2019-05-23T14:47:45Z,333-51-6651
466,$44216.95,2019-05-01T03:50:44Z,854-07-2631
467,$15766.72,2019-02-26T13:44:05Z,160-90-0911
